tick,temperature,pressure
3782494,3454,75961
3782511,3452,75961
3782525,3454,75967
3782573,3444,75962
3782590,3444,75961
3782603,3444,75965
3782616,3447,75968
3782629,3447,75968
3782642,3449,75966
3782655,3450,75970
3782669,3452,75972
3782682,3454,75972
3782695,3454,75973
3782708,3454,75975
3782726,3452,75973
3782745,3452,75973
3782762,3450,75974
3782775,3454,75974
3782792,3452,75974
3782810,3452,75979
3782823,3452,75979
3782836,3454,75977
3782849,3454,75975
3782862,3455,75977
3782875,3457,75977
3782888,3457,75976
3782901,3457,75973
3782945,3447,75964
3782966,3445,75962
3782983,3445,75963
3783000,3447,75967
3783017,3447,75963
3783034,3447,75964
3783051,3447,75960
3783064,3449,75962
3783077,3449,75960
3783090,3450,75963
3783103,3450,75955
3783116,3452,75955
3783129,3452,75957
3783142,3454,75960
3783155,3455,75966
3783168,3455,75964
3783185,3455,75965
3783202,3454,75962
3783220,3454,75974
3783234,3452,75973
3783253,3452,75978
3783270,3452,75980
3783314,3444,75989
3783327,3445,75993
3783340,3447,75995
3783353,3447,76001
3783366,3450,76007
3783379,3450,76003
3783392,3452,76010
3783405,3452,76008
3783420,3454,76014
3783437,3452,76014
3783454,3452,76014
3783473,3450,76018
3783486,3452,76021
3783503,3452,76023
3783520,3452,76022
3783533,3454,76027
3783546,3454,76023
3783561,3454,76023
3783574,3454,76024
3783587,3455,76027
3783600,3455,76033
3783613,3457,76029
3783626,3457,76032
3783639,3459,76029
3783687,3449,76038
3783706,3447,76036
3783724,3445,76034
3783737,3449,76040
3783754,3447,76041
3783771,3447,76037
3783784,3449,76034
3783797,3450,76040
3783812,3450,76040
3783825,3452,76043
3783838,3452,76041
3783851,3454,76044
3783864,3455,76043
3783877,3455,76045
3783890,3455,76046
3783907,3455,76041
3783925,3455,76043
3783942,3454,76038
3783955,3454,76042
3783976,3452,76035
3783995,3452,76032
3784009,3452,76032
3784053,3442,76027
3784066,3444,76026
3784079,3447,76026
3784092,3447,76021
3784105,3449,76023
3784118,3449,76021
3784131,3450,76026
3784144,3452,76018
3784161,3450,76023
3784178,3450,76033
3784195,3450,76027
3784209,3452,76034
3784228,3450,76039
3784245,3450,76039
3784258,3449,76039
3784273,3450,76046
3784288,3452,76044
3784301,3452,76049
3784315,3452,76054
3784328,3454,76053
3784341,3455,76061
3784354,3455,76062
3784370,3455,76063
3784387,3454,76064
3784435,3445,76072
3784452,3445,76079
3784465,3447,76079
3784482,3447,76086
3784499,3447,76084
3784516,3447,76088
3784529,3449,76091
3784542,3449,76091
3784555,3450,76091
3784570,3450,76091
3784583,3452,76094
3784596,3452,76093
3784609,3454,76097
3784624,3454,76099
3784641,3454,76101
3784658,3454,76101
3784675,3452,76104
3784688,3454,76103
3784705,3454,76106
3784722,3452,76103
3784737,3452,76103
3784750,3454,76111
3784763,3454,76113
3784806,3445,76111
3784824,3445,76110
3784837,3447,76115
3784862,3444,76111
3784881,3445,76111
3784898,3445,76112
3784913,3445,76110
3784932,3445,76113
3784949,3445,76114
3784962,3447,76112
3784975,3447,76110
3784988,3450,76116
3785001,3450,76118
3785014,3452,76117
3785033,3450,76112
3785046,3452,76112
3785059,3452,76109
3785075,3452,76110
3785092,3450,76105
3785109,3452,76109
3785126,3450,76101
3785140,3450,76103
3785187,3442,76096
3785206,3442,76095
3785219,3442,76095
3785236,3444,76098
3785249,3445,76097
3785262,3447,76097
3785275,3447,76095
3785288,3449,76099
3785301,3449,76099
3785314,3450,76097
3785328,3452,76104
3785347,3450,76100
3785364,3450,76108
3785381,3450,76111
3785394,3450,76112
3785412,3449,76108
3785431,3450,76122
3785444,3450,76121
3785457,3450,76124
3785470,3452,76128
3785483,3454,76128
3785496,3455,76133
3785509,3454,76130
3785552,3445,76141
3785575,3444,76142
3785592,3444,76144
3785611,3445,76151
3785624,3445,76149
3785642,3445,76147
3785659,3445,76154
3785672,3447,76151
3785685,3447,76156
3785699,3449,76155
3785712,3450,76159
3785725,3452,76159
3785739,3452,76161
3785752,3454,76163
3785765,3455,76165
3785781,3454,76164
3785798,3454,76166
3785815,3452,76167
3785833,3452,76161
3785847,3452,76165
3785866,3452,76169
3785883,3452,76172
3785927,3444,76173
3785942,3444,76179
3785955,3445,76178
3785968,3447,76172
3785981,3449,76181
3785994,3449,76185
3786007,3450,76185
3786020,3450,76181
3786035,3450,76178
3786053,3450,76181
3786070,3450,76186
3786089,3449,76185
3786102,3450,76190
3786120,3450,76191
3786137,3450,76191
3786151,3450,76192
3786164,3452,76188
3786179,3452,76183
3786192,3454,76193
3786205,3454,76193
3786218,3455,76200
3786231,3455,76197
3786245,3457,76191
3786258,3459,76196
3786305,3445,76186
3786322,3445,76192
3786340,3447,76192
3786353,3447,76188
3786371,3447,76190
3786388,3447,76191
3786401,3449,76187
3786414,3450,76188
3786427,3450,76190
3786442,3450,76187
3786455,3452,76184
3786468,3454,76191
3786484,3452,76185
3786497,3454,76187
3786510,3454,76185
3786528,3454,76181
3786545,3454,76183
3786564,3452,76182
3786581,3450,76176
3786602,3449,76178
3786619,3450,76181
3786633,3449,76177
3786676,3442,76178
3786689,3442,76177
3786702,3444,76179
3786715,3445,76184
3786728,3447,76180
3786742,3449,76183
3786755,3450,76190
3786768,3450,76187
3786786,3450,76190
3786805,3449,76189
3786822,3449,76191
3786837,3450,76196
3786855,3449,76198
3786872,3450,76201
3786886,3449,76205
3786899,3450,76209
3786915,3450,76206
3786928,3452,76210
3786943,3452,76215
3786956,3452,76211
3786969,3454,76221
3786982,3455,76223
3786995,3455,76225
3787013,3454,76226
3787061,3445,76237
3787078,3444,76232
3787091,3447,76235
3787109,3445,76240
3787126,3445,76239
3787144,3445,76243
3787159,3447,76248
3787172,3447,76245
3787188,3449,76247
3787201,3450,76251
3787214,3450,76249
3787227,3452,76247
3787240,3454,76252
3787255,3454,76253
3787273,3454,76255
3787290,3452,76260
3787307,3452,76254
3787320,3454,76264
3787338,3452,76257
3787357,3450,76257
3787370,3452,76257
3787383,3454,76264
3787426,3444,76264
3787439,3447,76270
3787456,3447,76270
3787469,3449,76266
3787482,3447,76266
3787500,3449,76271
3787517,3449,76273
3787534,3449,76274
3787547,3450,76278
3787565,3449,76273
3787584,3449,76275
3787598,3449,76277
3787611,3450,76281
3787624,3452,76283
3787637,3454,76286
3787655,3452,76285
3787668,3454,76286
3787681,3454,76279
3787694,3455,76287
3787707,3455,76282
3787725,3455,76284
3787744,3454,76287
3787763,3454,76294
3787806,3444,76285
3787824,3445,76288
3787841,3445,76294
3787856,3445,76292
3787869,3447,76293
3787882,3449,76295
3787898,3449,76296
3787911,3450,76295
3787924,3452,76299
3787937,3452,76297
3787952,3454,76302
3787968,3454,76303
3787985,3452,76298
3788002,3452,76299
3788019,3452,76301
3788032,3454,76307
3788051,3454,76306
3788074,3450,76306
3788087,3450,76304
3788100,3452,76308
3788113,3454,76310
3788126,3454,76313
3788143,3454,76315
3788186,3445,76311
3788203,3445,76309
3788220,3445,76308
3788237,3445,76307
3788255,3445,76307
3788268,3447,76315
3788285,3447,76313
3788302,3449,76317
3788315,3449,76314
3788328,3450,76317
3788341,3450,76312
3788356,3452,76318
3788369,3454,76317
3788382,3454,76318
3788395,3455,76321
3788408,3457,76322
3788423,3455,76320
3788440,3455,76319
3788458,3455,76320
3788475,3452,76319
3788490,3455,76323
3788507,3454,76320
3788524,3454,76325
3788567,3445,76325
3788582,3445,76322
3788595,3447,76323
3788610,3447,76322
3788623,3450,76329
3788636,3452,76327
3788649,3452,76332
3788662,3452,76327
3788675,3454,76331
3788692,3454,76334
3788714,3450,76331
3788731,3450,76329
3788744,3450,76328
3788762,3450,76328
3788779,3452,76332
3788792,3452,76332
3788805,3454,76336
3788818,3454,76335
3788831,3455,76340
3788844,3457,76343
3788858,3457,76338
3788871,3455,76335
3788884,3457,76341
3788897,3459,76347
3788944,3447,76343
3788962,3447,76343
3788979,3447,76346
3788992,3447,76347
3789009,3449,76347
3789028,3447,76349
3789041,3449,76349
3789056,3450,76353
3789069,3452,76346
3789082,3452,76351
3789095,3452,76346
3789108,3454,76352
3789121,3454,76354
3789134,3455,76353
3789147,3457,76356
3789164,3455,76353
3789181,3454,76352
3789198,3455,76355
3789213,3454,76351
3789230,3454,76355
3789247,3452,76353
3789263,3452,76356
3789276,3455,76369
3789319,3444,76357
3789332,3447,76363
3789347,3447,76358
3789362,3447,76358
3789375,3449,76366
3789392,3450,76366
3789409,3449,76359
3789426,3449,76368
3789439,3450,76369
3789458,3450,76368
3789475,3449,76366
3789489,3449,76364
3789502,3450,76373
3789515,3452,76374
3789530,3452,76369
3789543,3454,76373
3789556,3454,76375
3789569,3454,76364
3789582,3455,76373
3789597,3455,76375
3789614,3454,76369
3789631,3454,76379
3789648,3455,76382
3789694,3444,76378
3789711,3444,76378
3789728,3444,76375
3789741,3445,76377
3789758,3445,76377
3789773,3445,76378
3789786,3447,76380
3789799,3449,76385
3789812,3450,76384
3789825,3452,76384
3789838,3452,76385
3789851,3454,76382
3789869,3452,76389
3789886,3450,76384
3789903,3452,76387
3789917,3452,76391
3789934,3452,76388
3789951,3450,76385
3789968,3449,76389
3789981,3452,76393
3789994,3452,76392
3790007,3454,76395
3790020,3455,76401
3790066,3445,76407
3790079,3445,76400
3790096,3447,76404
3790113,3444,76405
3790130,3447,76405
3790143,3447,76410
3790160,3447,76416
3790177,3447,76416
3790190,3449,76419
3790203,3450,76415
3790216,3450,76415
3790229,3450,76419
3790242,3452,76417
3790259,3452,76422
3790273,3452,76425
3790286,3452,76428
3790299,3454,76424
3790316,3454,76431
3790333,3452,76424
3790350,3452,76435
3790365,3454,76437
3790382,3452,76436
3790399,3452,76434
3790442,3444,76437
3790455,3444,76435
3790470,3444,76439
3790483,3447,76445
3790496,3447,76440
3790509,3450,76446
3790522,3450,76444
3790535,3452,76449
3790548,3452,76449
3790567,3452,76454
3790584,3450,76452
3790602,3452,76454
3790615,3450,76454
3790632,3450,76452
3790649,3452,76458
3790666,3449,76454
3790679,3452,76461
3790692,3452,76458
3790705,3454,76463
3790718,3454,76461
3790731,3455,76460
3790744,3455,76464
3790762,3455,76466
3790777,3454,76468
3790824,3444,76468
3790841,3445,76469
3790858,3445,76470
3790873,3445,76466
3790890,3445,76474
3790907,3445,76469
3790920,3447,76477
3790933,3447,76475
3790948,3449,76474
3790961,3450,76479
3790976,3449,76480
3790989,3452,76482
3791002,3452,76482
3791015,3454,76483
3791028,3454,76485
3791045,3454,76487
3791062,3452,76486
3791082,3452,76488
3791095,3452,76485
3791112,3450,76489
3791129,3450,76491
3791143,3452,76490
3791186,3444,76494
3791199,3445,76497
3791212,3445,76496
3791225,3447,76496
3791240,3447,76494
3791253,3449,76498
3791266,3450,76506
3791283,3449,76499
3791304,3447,76504
3791321,3449,76503
3791338,3449,76512
3791353,3449,76509
3791371,3447,76509
3791388,3449,76507
3791401,3449,76507
3791414,3450,76511
3791427,3450,76512
3791440,3452,76514
3791453,3452,76513
3791466,3454,76520
3791481,3454,76519
3791494,3455,76526
3791507,3455,76525
3791525,3454,76522
3791572,3444,76526
3791589,3444,76528
3791604,3445,76533
3791623,3445,76526
3791642,3444,76531
3791656,3445,76530
3791669,3447,76532
3791682,3447,76533
3791695,3449,76532
3791708,3450,76538
3791721,3450,76536
3791734,3452,76540
3791747,3452,76538
3791760,3452,76541
3791779,3452,76545
3791796,3452,76540
3791815,3452,76546
3791828,3452,76547
3791846,3450,76541
3791863,3450,76549
3791878,3450,76546
3791891,3452,76551
3791934,3442,76550
3791947,3445,76551
3791960,3445,76554
3791975,3447,76552
3791988,3447,76552
3792006,3449,76558
3792023,3447,76553
3792040,3447,76559
3792055,3447,76556
3792074,3447,76561
3792091,3445,76548
3792104,3447,76556
3792117,3450,76559
3792133,3449,76557
3792146,3450,76559
3792159,3452,76561
3792172,3452,76558
3792185,3452,76557
3792198,3454,76562
3792213,3455,76566
3792232,3452,76565
3792249,3452,76566
3792266,3450,76564
3792310,3442,76563
3792328,3442,76566
3792345,3444,76565
3792362,3442,76556
3792375,3444,76564
3792390,3444,76565
3792403,3445,76560
3792416,3449,76569
3792429,3449,76566
3792442,3449,76564
3792455,3452,76568
3792468,3452,76566
3792487,3450,76566
3792504,3450,76563
3792521,3450,76565
3792534,3450,76571
3792552,3449,76563
3792569,3450,76568
3792582,3450,76570
3792597,3450,76568
3792610,3452,76571
3792625,3452,76571
3792641,3452,76576
3792684,3444,76572
3792702,3442,76573
3792719,3444,76575
3792736,3444,76577
3792753,3444,76575
3792772,3444,76578
3792790,3444,76581
3792803,3445,76578
3792816,3445,76583
3792829,3449,76587
3792842,3449,76585
3792857,3449,76588
3792875,3449,76587
3792889,3449,76589
3792902,3450,76597
3792915,3450,76591
3792933,3450,76595
3792950,3450,76594
3792967,3449,76596
3792982,3450,76600
3793000,3450,76601
3793017,3449,76602
3793060,3440,76612
3793073,3444,76609
3793088,3444,76614
3793101,3445,76612
3793114,3447,76609
3793127,3447,76614
3793140,3450,76619
3793153,3450,76622
3793166,3452,76620
3793185,3450,76625
3793204,3450,76629
3793221,3449,76618
3793236,3449,76626
3793254,3449,76629
3793271,3449,76638
3793286,3449,76633
3793299,3450,76636
3793312,3452,76640
3793325,3452,76638
3793338,3454,76640
3793351,3454,76643
3793364,3455,76648
3793382,3454,76645
3793397,3455,76653
3793444,3445,76650
3793473,3440,76649
3793493,3440,76653
3793506,3442,76652
3793524,3442,76652
3793541,3442,76654
3793554,3444,76658
3793567,3445,76654
3793580,3449,76666
3793593,3449,76658
3793606,3450,76666
3793621,3450,76666
3793634,3452,76664
3793647,3452,76668
3793660,3452,76662
3793678,3452,76671
3793695,3452,76667
3793714,3450,76668
3793727,3452,76667
3793746,3450,76667
3793763,3449,76673
3793778,3452,76672
3793822,3442,76675
3793835,3445,76677
3793848,3445,76677
3793861,3445,76675
3793874,3447,76675
3793888,3449,76682
3793901,3449,76674
3793914,3450,76673
3793945,3447,76686
3793964,3445,76684
3793981,3445,76682
3793998,3447,76686
3794015,3445,76685
3794032,3445,76684
3794046,3447,76689
3794059,3449,76689
3794072,3449,76691
3794085,3449,76692
3794100,3450,76693
3794113,3450,76693
3794126,3452,76695
3794139,3454,76696
3794155,3452,76693
3794203,3442,76690
3794220,3444,76693
3794239,3444,76694
3794252,3444,76693
3794272,3444,76693
3794291,3444,76698
3794304,3444,76692
3794317,3445,76690
3794330,3447,76695
3794343,3449,76690
3794356,3450,76695
3794369,3450,76692
3794382,3452,76692
3794397,3452,76691
3794410,3452,76691
3794428,3452,76689
3794445,3452,76690
3794466,3450,76691
3794479,3450,76687
3794498,3450,76690
3794515,3450,76689
3794529,3450,76685
3794572,3442,76691
3794585,3444,76689
3794598,3445,76691
3794611,3445,76691
3794626,3447,76690
3794639,3447,76696
3794652,3449,76697
3794665,3450,76696
3794683,3449,76693
3794700,3449,76697
3794718,3449,76697
3794732,3449,76698
3794751,3449,76702
3794768,3449,76711
3794781,3449,76707
3794795,3450,76709
3794808,3452,76708
3794821,3454,76714
3794834,3454,76717
3794847,3455,76721
3794863,3454,76714
3794876,3455,76722
3794889,3455,76718
3794908,3454,76725
3794955,3444,76722
3794972,3445,76729
3794985,3445,76730
3795014,3442,76736
3795031,3444,76740
3795045,3445,76743
3795058,3445,76744
3795071,3447,76745
3795084,3449,76748
3795099,3449,76750
3795112,3450,76752
3795125,3450,76749
3795138,3454,76761
3795153,3454,76760
3795170,3452,76761
3795187,3452,76760
3795204,3450,76760
3795217,3452,76766
3795234,3452,76768
3795252,3450,76768
3795265,3452,76769
3795278,3454,76769
3795326,3444,76777
3795339,3445,76773
3795352,3447,76766
3795365,3447,76771
3795382,3447,76772
3795400,3447,76776
3795417,3447,76780
3795430,3450,76784
3795447,3447,76779
3795464,3449,76778
3795477,3449,76773
3795490,3450,76780
3795505,3452,76777
3795522,3450,76784
3795535,3450,76783
3795548,3454,76788
3795563,3454,76789
3795576,3455,76791
3795589,3455,76787
3795606,3454,76793
3795623,3455,76798
3795641,3452,76796
3795655,3454,76795
3795702,3444,76797
3795719,3445,76799
3795734,3444,76803
3795749,3445,76797
3795762,3449,76804
3795775,3449,76798
3795788,3450,76802
3795802,3450,76799
3795815,3450,76799
3795830,3452,76801
3795843,3452,76802
3795860,3450,76793
3795877,3452,76802
3795894,3450,76799
3795909,3452,76799
3795926,3452,76797
3795943,3452,76800
3795956,3450,76795
3795969,3454,76798
3795982,3454,76797
3795995,3454,76793
3796010,3455,76799
3796027,3454,76801
3796070,3445,76796
3796089,3444,76797
3796107,3445,76799
3796124,3444,76793
3796137,3447,76793
3796154,3447,76799
3796171,3445,76793
3796184,3449,76800
3796197,3449,76801
3796210,3450,76800
3796223,3450,76794
3796236,3452,76801
3796249,3452,76802
3796266,3452,76804
3796279,3454,76803
3796292,3455,76807
3796310,3452,76806
3796327,3452,76806
3796346,3454,76812
3796360,3454,76814
3796379,3450,76814
3796396,3450,76815
3796440,3442,76819
3796453,3444,76826
3796466,3447,76830
3796479,3447,76829
3796492,3447,76831
3796507,3450,76835
3796520,3450,76833
3796533,3452,76844
3796546,3452,76840
3796567,3450,76845
3796584,3450,76847
3796601,3450,76848
3796614,3452,76852
3796633,3450,76852
3796650,3450,76860
3796664,3452,76859
3796677,3452,76859
3796690,3454,76859
3796703,3454,76866
3796718,3454,76863
3796731,3455,76872
3796744,3457,76873
3796758,3457,76875
3796771,3457,76879
3796819,3447,76879
3796836,3445,76875
3796853,3447,76879
3796866,3449,76877
3796885,3447,76880
3796902,3447,76880
3796917,3447,76881
3796930,3449,76881
3796943,3450,76882
3796956,3452,76889
3796971,3452,76888
3796984,3452,76888
3796997,3454,76892
3797012,3454,76890
3797025,3455,76896
3797042,3455,76894
3797059,3454,76891
3797078,3452,76895
3797091,3454,76896
3797110,3452,76895
3797127,3454,76903
3797141,3454,76900
3797184,3445,76904
3797197,3445,76898
3797210,3447,76908
3797223,3449,76906
3797236,3450,76906
3797249,3450,76907
3797262,3452,76914
3797275,3454,76907
3797292,3452,76913
3797310,3452,76911
3797328,3450,76912
3797341,3452,76918
3797358,3452,76920
3797375,3452,76918
3797388,3452,76921
3797401,3455,76922
3797416,3454,76922
3797429,3454,76920
3797442,3455,76924
3797455,3455,76921
3797468,3457,76925
3797481,3457,76925
3797494,3457,76926
3797513,3457,76927
3797560,3447,76931
3797577,3445,76926
3797590,3447,76923
3797611,3447,76924
3797628,3447,76923
3797643,3447,76921
3797658,3447,76924
3797671,3449,76922
3797684,3449,76920
3797699,3450,76925
3797712,3452,76929
3797725,3452,76922
3797738,3454,76927
3797751,3454,76926
3797770,3452,76921
3797787,3454,76925
3797804,3452,76925
3797819,3452,76925
3797836,3450,76922
3797853,3452,76927
3797866,3452,76922
3797879,3452,76926
3797925,3444,76924
3797938,3445,76926
3797951,3447,76928
3797964,3449,76923
3797977,3449,76929
3797998,3447,76926
3798016,3449,76931
3798033,3449,76933
3798046,3449,76926
3798063,3449,76932
3798080,3449,76930
3798093,3449,76932
3798106,3450,76931
3798125,3450,76935
3798138,3450,76938
3798151,3452,76936
3798164,3452,76936
3798177,3452,76939
3798190,3454,76939
3798203,3455,76940
3798220,3455,76942
3798237,3454,76940
3798254,3452,76942
3798298,3445,76946
3798315,3445,76956
3798333,3445,76956
3798346,3447,76958
3798361,3449,76959
3798374,3449,76956
3798387,3450,76958
3798400,3450,76961
3798413,3452,76961
3798430,3452,76968
3798443,3452,76966
3798456,3454,76965
3798474,3452,76971
3798491,3452,76977
3798508,3452,76980
3798523,3450,76973
3798540,3452,76979
3798557,3450,76982
3798570,3452,76989
3798583,3454,76985
3798596,3455,76992
3798609,3455,76994
3798627,3454,76996
3798671,3445,76999
3798690,3445,77004
3798707,3444,77007
3798724,3444,77006
3798737,3449,77015
3798755,3445,77017
3798772,3447,77021
3798785,3445,77013
3798798,3449,77017
3798811,3450,77020
3798826,3450,77019
3798839,3450,77026
3798852,3452,77022
3798865,3454,77023
3798878,3455,77025
3798891,3454,77021
3798910,3454,77027
3798928,3452,77028
3798947,3452,77029
3798960,3452,77030
3798978,3452,77033
3798995,3452,77032
3799009,3452,77035
3799053,3444,77035
3799069,3444,77037
3799082,3445,77039
3799095,3445,77036
3799108,3447,77038
3799123,3447,77037
3799136,3449,77038
3799149,3450,77039
3799171,3449,77046
3799188,3447,77045
3799205,3447,77043
3799218,3450,77050
3799236,3450,77053
3799255,3449,77052
3799269,3449,77051
3799284,3449,77056
3799297,3452,77062
3799310,3452,77062
3799327,3450,77057
3799340,3452,77061
3799353,3452,77057
3799366,3455,77066
3799379,3455,77066
3799427,3444,77065
3799444,3444,77065
3799461,3444,77061
3799474,3445,77061
3799493,3445,77063
3799510,3444,77063
3799523,3447,77060
3799538,3447,77065
3799551,3449,77063
3799564,3450,77064
3799577,3452,77063
3799590,3452,77059
3799603,3454,77063
3799616,3454,77058
3799631,3452,77054
3799650,3454,77061
3799667,3452,77061
3799686,3450,77053
3799699,3452,77056
3799717,3450,77057
3799736,3450,77057
3799750,3450,77061
3799793,3442,77056
3799806,3444,77057
3799819,3445,77064
3799834,3445,77059
3799847,3447,77059
3799860,3449,77061
3799873,3449,77062
3799886,3450,77063
3799905,3450,77065
3799922,3449,77068
3799940,3449,77062
3799953,3449,77063
3799971,3449,77064
3799988,3449,77064
3800001,3450,77067
3800014,3452,77073
3800027,3452,77071
3800042,3454,77081
3800055,3454,77073
3800068,3454,77077
3800081,3455,77079
3800094,3455,77079
3800107,3455,77081
3800126,3455,77085
3800173,3445,77092
3800190,3445,77099
3800203,3447,77101
3800225,3445,77104
3800244,3445,77110
3800258,3445,77113
3800271,3447,77112
3800285,3449,77119
3800298,3449,77118
3800311,3452,77124
3800324,3452,77130
3800339,3454,77130
3800352,3454,77131
3800365,3454,77132
3800383,3454,77134
3800400,3454,77136
3800417,3452,77139
3800434,3452,77136
3800451,3452,77136
3800468,3452,77143
3800481,3452,77139
3800494,3454,77151
3800541,3444,77138
3800554,3445,77148
3800567,3447,77153
3800580,3449,77150
3800593,3449,77148
3800611,3449,77147
3800628,3449,77147
3800645,3449,77152
3800658,3449,77150
3800677,3447,77150
3800694,3450,77158
3800707,3450,77155
3800720,3452,77161
3800738,3450,77153
3800751,3450,77162
3800764,3452,77165
3800777,3454,77166
3800790,3455,77168
3800803,3455,77162
3800816,3457,77174
3800837,3454,77169
3800854,3454,77172
3800871,3454,77175
3800914,3444,77168
3800932,3444,77169
3800951,3444,77170
3800964,3445,77173
3800977,3445,77168
3800990,3447,77178
3801003,3449,77178
3801016,3450,77174
3801029,3452,77176
3801046,3452,77174
3801059,3452,77179
3801072,3454,77172
3801090,3452,77173
3801107,3452,77173
3801124,3450,77173
3801141,3450,77170
3801158,3450,77171
3801175,3450,77167
3801188,3450,77164
3801201,3452,77172
3801214,3452,77168
3801229,3454,77170
3801247,3452,77167
3801290,3444,77166
3801309,3444,77169
3801326,3444,77169
3801343,3444,77166
3801358,3445,77165
3801376,3444,77161
3801393,3444,77170
3801406,3445,77169
3801419,3447,77166
3801432,3449,77166
3801447,3449,77172
3801460,3450,77171
3801473,3450,77167
3801486,3452,77172
3801499,3452,77173
3801514,3452,77174
3801532,3452,77177
3801551,3452,77183
3801580,3447,77184
3801594,3447,77185
3801613,3449,77187
3801631,3447,77191
3801675,3440,77198
3801688,3440,77198
3801701,3444,77202
3801714,3445,77204
3801727,3445,77203
3801740,3449,77208
3801753,3450,77216
3801766,3450,77214
3801779,3450,77216
3801814,3445,77219
3801831,3445,77226
3801849,3445,77224
3801864,3447,77229
3801881,3447,77234
3801898,3445,77231
3801911,3447,77241
3801924,3449,77241
3801937,3450,77245
3801951,3450,77241
3801964,3452,77248
3801977,3452,77245
3801990,3454,77246
3802003,3455,77248
3802047,3445,77248
3802064,3445,77250
3802081,3445,77247
3802098,3445,77248
3802111,3447,77250
3802130,3447,77252
3802148,3447,77253
3802161,3449,77255
3802174,3449,77257
3802187,3449,77252
3802200,3452,77258
3802213,3452,77260
3802226,3454,77263
3802239,3454,77259
3802252,3454,77260
3802265,3455,77261
3802282,3455,77262
3802299,3455,77267
3802318,3452,77264
3802331,3454,77268
3802349,3452,77265
3802366,3452,77268
3802380,3454,77273
3802423,3445,77274
3802438,3445,77272
3802452,3447,77274
3802465,3447,77277
3802478,3449,77275
3802491,3449,77276
3802504,3452,77274
3802517,3452,77274
3802534,3452,77275
3802554,3450,77274
3802571,3450,77274
3802584,3450,77269
3802601,3450,77274
3802618,3450,77274
3802631,3450,77280
3802644,3454,77275
3802657,3454,77272
3802670,3454,77271
3802685,3454,77278
3802698,3454,77272
3802711,3455,77275
3802724,3457,77281
3802737,3459,77280
3802754,3455,77278
3802802,3445,77274
3802819,3445,77273
3802832,3447,77280
3802854,3445,77281
3802871,3444,77273
3802884,3447,77274
3802897,3449,77274
3802910,3449,77269
3802923,3450,77265
3802936,3452,77269
3802951,3450,77272
3802964,3452,77274
3802977,3454,77272
3802990,3455,77277
3803007,3454,77273
3803024,3454,77270
3803041,3452,77266
3803056,3452,77274
3803073,3452,77269
3803090,3450,77267
3803103,3454,77276
3803116,3454,77276
3803133,3454,77274
3803177,3444,77275
3803190,3444,77272
3803203,3447,77278
3803220,3447,77283
3803237,3447,77288
3803256,3445,77288
3803269,3447,77289
3803286,3449,77296
3803303,3447,77295
3803318,3449,77300
3803331,3449,77299
3803344,3449,77299
3803362,3450,77303
3803375,3450,77308
3803388,3452,77317
3803401,3454,77317
3803414,3454,77317
3803429,3454,77321
3803446,3454,77326
3803464,3452,77324
3803481,3452,77327
3803494,3454,77332
3803511,3454,77338
3803559,3444,77338
3803572,3444,77333
3803585,3445,77344
3803598,3447,77345
3803611,3447,77344
3803624,3450,77355
3803637,3450,77353
3803650,3452,77355
3803665,3452,77355
3803678,3454,77355
3803698,3452,77360
3803715,3452,77359
3803732,3450,77356
3803745,3452,77355
3803764,3450,77348
3803781,3450,77352
3803794,3450,77354
3803808,3452,77356
3803823,3452,77360
3803836,3452,77358
3803849,3454,77361
3803867,3454,77363
3803880,3454,77367
3803923,3445,77369
3803942,3444,77370
3803960,3445,77374
3803977,3445,77375
3803990,3445,77376
3804007,3445,77373
3804024,3447,77379
3804037,3447,77381
3804052,3449,77384
3804065,3450,77388
3804078,3450,77386
3804091,3452,77390
3804104,3452,77391
3804117,3454,77392
3804130,3454,77392
3804143,3455,77392
3804162,3452,77387
3804181,3454,77394
3804198,3452,77389
3804211,3452,77400
3804228,3454,77398
3804245,3452,77397
3804259,3452,77390
3804302,3444,77401
3804317,3444,77404
3804330,3445,77405
3804343,3447,77406
3804358,3447,77404
3804372,3449,77405
3804385,3450,77407
3804402,3449,77406
3804419,3449,77408
3804436,3449,77413
3804453,3449,77411
3804468,3449,77413
3804485,3449,77411
3804502,3449,77414
3804516,3450,77421
3804529,3452,77417
3804542,3452,77419
3804557,3452,77418
3804570,3452,77417
3804583,3455,77428
3804596,3455,77427
3804611,3455,77423
3804624,3455,77425
3804671,3445,77424
3804689,3445,77420
3804706,3444,77420
3804721,3445,77427
3804738,3445,77422
3804757,3445,77430
3804770,3445,77431
3804783,3447,77431
3804796,3450,77427
3804809,3449,77431
3804824,3449,77436
3804837,3450,77432
3804850,3452,77431
3804865,3452,77436
3804878,3454,77437
3804895,3452,77429
3804916,3450,77435
3804933,3450,77432
3804946,3450,77426
3804965,3449,77431
3804982,3449,77432
3804996,3450,77439
3805040,3442,77434
3805053,3444,77430
3805068,3442,77438
3805081,3445,77438
3805094,3447,77437
3805107,3447,77439
3805120,3449,77440
3805133,3449,77433
3805150,3449,77439
3805169,3447,77434
3805186,3447,77439
3805199,3449,77437
3805216,3450,77445
3805235,3447,77442
3805248,3449,77439
3805261,3449,77436
3805274,3450,77442
3805287,3452,77447
3805300,3452,77444
3805315,3452,77446
